EUCRBRDT Comdty,RUB CBRF Curncy,EURUSD Curncy,TTFG1MON Index,Date
112.89,33.6306,1.3649,17.2300,6/29/14
112.09,33.6306,1.3692,16.6500,6/30/14
111.32,33.8434,1.3679,16.9000,7/1/14
110.25,34.2275,1.3660,16.7800,7/2/14
109.93,34.2496,1.3610,16.2500,7/3/14
109.65,34.1949,1.3595,15.9800,7/4/14
109.65,34.3236,1.3595,15.9800,7/5/14
109.65,34.3236,1.3595,15.9800,7/6/14
108.94,34.3236,1.3605,15.4300,7/7/14
108.15,34.5691,1.3612,15.8000,7/8/14
107.38,34.4258,1.3642,15.5500,7/9/14
107.7,34.0758,1.3609,15.3500,7/10/14
105.83,33.8353,1.3608,15.3800,7/11/14
105.83,34.0582,1.3608,15.3800,7/12/14
105.83,34.0582,1.3608,15.3800,7/13/14
106.32,34.0582,1.3619,16.0800,7/14/14
105.25,34.3135,1.3568,16.1300,7/15/14
105.3,34.3723,1.3525,16.1500,7/16/14
106.99,34.3853,1.3526,17.2000,7/17/14
105.86,34.7998,1.3524,16.5000,7/18/14
105.86,35.1627,1.3524,16.5000,7/19/14
105.86,35.1627,1.3524,16.5000,7/20/14
106.57,35.1627,1.3524,16.3000,7/21/14
105.38,35.0900,1.3466,16.3800,7/22/14
106.85,35.0387,1.3464,16.7800,7/23/14
105.6,34.8101,1.3464,17.1000,7/24/14
106.66,35.0786,1.3430,18.2500,7/25/14
106.66,35.0535,1.3430,18.2500,7/26/14
106.66,35.0535,1.3430,18.2500,7/27/14
105.92,35.0535,1.3440,18.8000,7/28/14
106.16,35.3457,1.3409,18.0800,7/29/14
104.7,35.6339,1.3397,17.4300,7/30/14
103.9,35.7271,1.3390,17.3500,7/31/14
103.56,35.4438,1.3427,17.7500,8/1/14
103.56,35.7272,1.3427,17.7500,8/2/14
103.56,35.7272,1.3427,17.7500,8/3/14
104.23,35.7272,1.3422,17.4000,8/4/14
103.87,35.6605,1.3376,17.6800,8/5/14
103.79,35.7987,1.3383,17.9500,8/6/14
104.76,36.1102,1.3364,18.1000,8/7/14
103.73,36.2496,1.3410,18.1000,8/8/14
103.73,36.4461,1.3410,18.1000,8/9/14
103.73,36.4461,1.3410,18.1000,8/10/14
103.65,36.4461,1.3385,18.0800,8/11/14
102.05,36.0475,1.3369,17.8800,8/12/14
103.42,36.0890,1.3364,18.0500,8/13/14
100.71,36.2222,1.3365,18.3800,8/14/14
101.99,36.0395,1.3401,19.0000,8/15/14
101.99,36.0014,1.3401,19.0000,8/16/14
101.99,36.0014,1.3401,19.0000,8/17/14
100.44,36.0014,1.3364,18.1500,8/18/14
99.52,36.0294,1.3320,17.9500,8/19/14
100.34,36.1094,1.3259,17.3500,8/20/14
100.68,36.2240,1.3281,17.3000,8/21/14
100.17,36.3317,1.3242,18.0000,8/22/14
100.17,36.0027,1.3242,18.0000,8/23/14
100.17,36.0027,1.3242,18.0000,8/24/14
100.75,36.0027,1.3192,18.0000,8/25/14
100.68,36.1201,1.3167,18.0000,8/26/14
100.45,36.1358,1.3193,18.0800,8/27/14
100.32,36.1397,1.3182,18.9800,8/28/14
101.26,36.3053,1.3132,19.9000,8/29/14
101.26,36.9316,1.3132,19.9000,8/30/14
101.26,36.9316,1.3132,19.9000,8/31/14
101.37,36.9316,1.3128,22.7500,9/1/14
99.75,37.2945,1.3133,21.9800,9/2/14
101.3,37.3480,1.3150,21.8000,9/3/14
100.76,37.3183,1.2944,22.0500,9/4/14
100.15,36.8038,1.2951,21.8000,9/5/14
100.15,36.9219,1.2951,21.8000,9/6/14
100.15,36.9219,1.2951,21.8000,9/7/14
99.43,36.9219,1.2895,21.6800,9/8/14
98.57,37.0866,1.2937,21.2300,9/9/14
97.2,37.0261,1.2917,21.4300,9/10/14
97.49,37.1693,1.2925,21.5000,9/11/14
96.41,37.3758,1.2963,21.5000,9/12/14
96.41,37.6545,1.2963,21.5000,9/13/14
96.41,37.6545,1.2963,21.5000,9/14/14
96.54,37.6545,1.2940,22.1000,9/15/14
97.34,37.9861,1.2960,21.8500,9/16/14
97.24,38.7058,1.2865,21.9000,9/17/14
96.44,38.3724,1.2923,22.2800,9/18/14
96.95,38.4209,1.2829,22.1300,9/19/14
96.95,38.4134,1.2829,22.1300,9/20/14
96.95,38.4134,1.2829,22.1300,9/21/14
95.28,38.4134,1.2849,22.0000,9/22/14
94.98,38.5782,1.2847,21.5800,9/23/14
95.06,38.6672,1.2780,21.9000,9/24/14
95.33,38.3830,1.2751,22.2500,9/25/14
95.22,38.3007,1.2684,21.7000,9/26/14
95.22,38.7243,1.2684,21.7000,9/27/14
95.22,38.7243,1.2684,21.7000,9/28/14
95.42,38.7243,1.2685,22.2500,9/29/14
93.17,39.3866,1.2631,21.9000,9/30/14
93.51,39.3836,1.2623,24.4000,10/1/14
92.92,39.6604,1.2669,23.9500,10/2/14
91.37,39.5474,1.2516,23.5800,10/3/14
91.37,39.6980,1.2516,23.5800,10/4/14
91.37,39.6980,1.2516,23.5800,10/5/14
92.15,39.6980,1.2655,23.3800,10/6/14
91.01,39.9820,1.2669,23.2500,10/7/14
91.04,39.7417,1.2734,23.6000,10/8/14
88.32,39.9819,1.2691,23.4500,10/9/14
89.63,39.9800,1.2628,23.1300,10/10/14
89.63,40.2125,1.2628,23.1300,10/11/14
89.63,40.2125,1.2628,23.1300,10/12/14
87.91,40.2125,1.2752,22.8000,10/13/14
85.07,40.3251,1.2658,22.7000,10/14/14
83.12,40.5304,1.2838,22.6000,10/15/14
86.29,40.9416,1.2809,22.9500,10/16/14
85.11,40.7457,1.2761,22.6000,10/17/14
85.11,41.0450,1.2761,22.6000,10/18/14
85.11,41.0450,1.2761,22.6000,10/19/14
84.28,41.0450,1.2800,22.5000,10/20/14
85.31,40.8815,1.2716,22.5300,10/21/14
83.79,41.0501,1.2649,22.8500,10/22/14
85.89,40.9671,1.2646,22.5800,10/23/14
85.29,41.4958,1.2671,22.4500,10/24/14
85.29,41.8101,1.2671,22.4500,10/25/14
85.29,41.8101,1.2671,22.4500,10/26/14
84.6,41.8101,1.2698,22.3800,10/27/14
85.23,41.9497,1.2734,22.6300,10/28/14
85.66,42.3934,1.2632,22.7500,10/29/14
84.9,42.6525,1.2613,22.3800,10/30/14
84.8,43.3943,1.2525,21.5300,10/31/14
84.8,41.9627,1.2525,21.5300,11/1/14
84.8,41.9627,1.2525,21.5300,11/2/14
83.55,41.9627,1.2482,23.1500,11/3/14
82.12,41.9627,1.2546,22.9000,11/4/14
82.76,41.9627,1.2486,22.8000,11/5/14
82.16,44.3993,1.2375,22.8300,11/6/14
82.38,45.1854,1.2455,23.2500,11/7/14
82.38,47.8774,1.2455,23.2500,11/8/14
82.38,47.8774,1.2455,23.2500,11/9/14
81.29,47.8774,1.2421,23.2300,11/10/14
80.34,45.8926,1.2475,22.9500,11/11/14
78.85,45.9520,1.2438,22.8300,11/12/14
76.24,46.3379,1.2477,22.5500,11/13/14
78.26,46.1233,1.2525,22.3000,11/14/14
78.26,47.3920,1.2525,22.3000,11/15/14
78.26,47.3920,1.2525,22.3000,11/16/14
77.52,47.3920,1.2450,22.8300,11/17/14
76.85,47.3329,1.2536,22.8500,11/18/14
76.6,46.9797,1.2554,22.8000,11/19/14
78.53,47.0294,1.2539,23.0800,11/20/14
79.2,46.7047,1.2391,23.3500,11/21/14
79.2,45.7926,1.2391,23.3500,11/22/14
79.2,45.7926,1.2391,23.3500,11/23/14
78.09,45.7926,1.2442,23.7800,11/24/14
76.96,44.7852,1.2474,24.7000,11/25/14
76.35,44.9758,1.2506,24.6300,11/26/14
71.72,46.4244,1.2467,24.1500,11/27/14
68.99,47.6629,1.2452,24.0000,11/28/14
68.99,49.3220,1.2452,24.0000,11/29/14
68.99,49.3220,1.2452,24.0000,11/30/14
72.22,49.3220,1.2470,23.9500,12/1/14
70.64,51.8068,1.2383,23.6800,12/2/14
69.72,50.7678,1.2311,23.6800,12/3/14
69.01,54.3821,1.2379,23.4000,12/4/14
68.22,52.6932,1.2283,23.3300,12/5/14
68.22,53.1088,1.2283,23.3300,12/6/14
68.22,53.1088,1.2283,23.3300,12/7/14
65.67,53.1088,1.2317,23.0500,12/8/14
65.95,53.3079,1.2374,23.2300,12/9/14
63.73,54.2116,1.2448,22.8500,12/10/14
62.78,54.2758,1.2411,22.8300,12/11/14
61.09,54.7932,1.2462,22.7700,12/12/14
61.09,56.8919,1.2462,22.7700,12/13/14
61.09,56.8919,1.2462,22.7700,12/14/14
59.83,56.8919,1.2437,22.2500,12/15/14
59.17,58.3461,1.2511,22.5200,12/16/14
59.89,61.1512,1.2342,22.4000,12/17/14
59.21,67.7851,1.2286,22.6000,12/18/14
61.25,59.6029,1.2229,22.4500,12/19/14
61.25,60.6825,1.2229,22.4500,12/20/14
61.25,60.6825,1.2229,22.4500,12/21/14
59.05,60.6825,1.2230,22.1000,12/22/14
59.67,56.4940,1.2172,22.3500,12/23/14
58.48,54.5687,1.2196,22.6000,12/24/14
58.48,54.4913,1.2225,22.6000,12/25/14
57.83,52.6159,1.2183,22.6000,12/26/14
57.83,52.0343,1.2183,22.6000,12/27/14
57.83,52.0343,1.2183,22.6000,12/28/14
56.29,52.0343,1.2152,21.6800,12/29/14
55.81,56.6801,1.2156,21.2000,12/30/14
55.76,56.2584,1.2098,20.9500,12/31/14
55.76,56.2376,1.2104,20.9500,1/1/15
55.69,56.2376,1.2002,20.4000,1/2/15
55.69,56.2376,1.2002,20.4000,1/3/15
55.69,56.2376,1.2002,20.4000,1/4/15
52.35,56.2376,1.1933,20.2500,1/5/15
50.22,56.2376,1.1890,19.4500,1/6/15
50.16,56.2376,1.1839,19.6000,1/7/15
50.28,56.2376,1.1793,19.5500,1/8/15
49.37,56.2376,1.1842,19.4800,1/9/15
49.37,56.2376,1.1842,19.4800,1/10/15
49.37,56.2376,1.1842,19.4800,1/11/15
46.49,56.2376,1.1834,19.9300,1/12/15
46.33,62.7363,1.1773,20.4300,1/13/15
47.63,64.8425,1.1789,20.5000,1/14/15
46.33,66.0983,1.1633,20.1800,1/15/15
47.69,64.8337,1.1567,19.7500,1/16/15
47.69,65.1738,1.1567,19.7500,1/17/15
47.69,65.1738,1.1567,19.7500,1/18/15
47.12,65.1738,1.1606,19.1500,1/19/15
45.47,64.9732,1.1550,19.4000,1/20/15
46.2,64.9862,1.1610,19.4500,1/21/15
46.52,65.5558,1.1366,19.5200,1/22/15
45.89,65.4000,1.1204,19.4800,1/23/15
45.89,63.3930,1.1204,19.4800,1/24/15
45.89,63.3930,1.1204,19.4800,1/25/15
45.25,63.3930,1.1238,19.7000,1/26/15
46.54,65.5937,1.1381,19.8800,1/27/15
46.26,67.8153,1.1287,20.2500,1/28/15
46.85,67.1506,1.1320,20.6000,1/29/15
50.77,68.7303,1.1291,20.3300,1/30/15
50.77,68.9291,1.1291,20.3300,1/31/15
50.77,68.9291,1.1291,20.3300,2/1/15
53.69,68.9291,1.1341,20.3800,2/2/15
55.59,69.6640,1.1481,20.2300,2/3/15
53.17,67.7727,1.1345,20.5000,2/4/15
56.05,65.4470,1.1477,21.4800,2/5/15
57.52,68.6113,1.1316,21.1500,2/6/15
57.52,66.0432,1.1316,21.1500,2/7/15
57.52,66.0432,1.1316,21.1500,2/8/15
57.17,66.0432,1.1325,22.1500,2/9/15
56.29,65.7817,1.1321,22.0000,2/10/15
54.23,65.4469,1.1336,23.1000,2/11/15
57.04,66.0585,1.1403,24.1500,2/12/15
59.41,66.0994,1.1394,23.5000,2/13/15
59.41,65.0862,1.1394,23.5000,2/14/15
59.41,65.0862,1.1394,23.5000,2/15/15
59.88,65.0862,1.1355,22.6500,2/16/15
61.23,62.6632,1.1411,22.6500,2/17/15
58.53,62.8353,1.1397,22.5500,2/18/15
59.34,62.4001,1.1368,21.8800,2/19/15
59.79,62.1307,1.1381,22.1000,2/20/15
59.79,61.7235,1.1381,22.1000,2/21/15
59.79,61.7235,1.1381,22.1000,2/22/15
58.57,61.7235,1.1335,21.8000,2/23/15
58.31,61.7235,1.1340,22.3000,2/24/15
61.3,63.5083,1.1361,23.2300,2/25/15
59.69,62.5906,1.1198,23.5500,2/26/15
61.81,60.7109,1.1196,23.4500,2/27/15
61.81,61.2718,1.1196,23.4500,2/28/15
61.81,61.2718,1.1196,23.4500,3/1/15
60.87,61.2718,1.1184,22.2500,3/2/15
61.03,62.2248,1.1176,21.9300,3/3/15
60.11,62.3649,1.1078,22.2000,3/4/15
60.12,61.8745,1.1030,21.1000,3/5/15
59.35,61.8457,1.0844,21.2300,3/6/15
59.35,59.9938,1.0844,21.2300,3/7/15
59.35,59.9938,1.0844,21.2300,3/8/15
58.14,59.9938,1.0852,21.6300,3/9/15
55.88,59.9938,1.0698,21.7500,3/10/15
57.18,60.6649,1.0547,22.0500,3/11/15
56.34,62.6797,1.0635,21.7000,3/12/15
53.83,60.9595,1.0496,21.6300,3/13/15
53.83,61.3167,1.0496,21.6300,3/14/15
53.83,61.3167,1.0496,21.6300,3/15/15
52.61,61.3167,1.0568,21.3300,3/16/15
51.33,62.1497,1.0597,21.2000,3/17/15
54.29,61.7510,1.0864,21.3800,3/18/15
52.44,61.3483,1.0660,21.1300,3/19/15
53.19,59.8308,1.0821,21.0500,3/20/15
53.19,60.0341,1.0821,21.0500,3/21/15
53.19,60.0341,1.0821,21.0500,3/22/15
53.79,60.0341,1.0946,20.9800,3/23/15
53.22,59.4452,1.0924,21.1800,3/24/15
54.36,58.7710,1.0970,21.0500,3/25/15
56.84,57.3879,1.0884,21.8300,3/26/15
54.36,56.4271,1.0889,21.7500,3/27/15
54.36,57.7279,1.0889,21.7500,3/28/15
54.36,57.7279,1.0889,21.7500,3/29/15
54.79,57.7279,1.0833,21.7700,3/30/15
53.34,58.4643,1.0731,21.8000,3/31/15
55.81,57.6500,1.0763,21.9000,4/1/15
54.23,58.3536,1.0880,21.7700,4/2/15
54.26,56.9902,1.0969,21.7700,4/3/15
54.26,56.7534,1.0969,21.7700,4/4/15
54.26,56.7534,1.0969,21.7700,4/5/15
57.09,56.7534,1.0922,21.7700,4/6/15
57.83,56.5161,1.0814,21.5000,4/7/15
55.27,55.3328,1.0781,21.6800,4/8/15
55.82,54.0270,1.0659,21.8500,4/9/15
57.34,52.5424,1.0604,21.7300,4/10/15
57.34,51.0678,1.0604,21.7300,4/11/15
57.34,51.0678,1.0604,21.7300,4/12/15
56.7,51.0678,1.0567,22.0200,4/13/15
57.59,52.4220,1.0655,21.5200,4/14/15
60.2,51.9749,1.0684,21.7700,4/15/15
62.16,50.5033,1.0761,21.4300,4/16/15
61.21,49.6749,1.0806,21.0800,4/17/15
61.21,50.5295,1.0806,21.0800,4/18/15
61.21,50.5295,1.0806,21.0800,4/19/15
61.18,50.5295,1.0738,21.1800,4/20/15
59.32,51.5207,1.0736,21.3500,4/21/15
60.54,53.9728,1.0725,21.2000,4/22/15
62.62,53.6555,1.0824,20.9500,4/23/15
63.63,51.6011,1.0873,21.1800,4/24/15
63.63,50.2473,1.0873,21.1800,4/25/15
63.63,50.2473,1.0873,21.1800,4/26/15
62.58,50.2473,1.0891,20.9500,4/27/15
62.67,51.4690,1.0981,20.8800,4/28/15
63.66,52.3041,1.1128,20.8800,4/29/15
64.86,51.7029,1.1224,20.7300,4/30/15
65.4,51.1388,1.1199,19.9300,5/1/15
65.4,51.1388,1.1199,19.9300,5/2/15
65.4,51.1388,1.1199,19.9300,5/3/15
65.34,51.1388,1.1146,19.9300,5/4/15
66.37,51.1388,1.1185,20.3800,5/5/15
66.22,51.7574,1.1347,20.2500,5/6/15
64.15,49.9816,1.1267,20.1300,5/7/15
64.31,50.3615,1.1199,20.3300,5/8/15
64.31,50.7511,1.1199,20.3300,5/9/15
64.31,50.7511,1.1199,20.3300,5/10/15
63.87,50.7511,1.1155,21.0500,5/11/15
66.29,50.7511,1.1213,20.8000,5/12/15
65.83,50.9140,1.1354,20.6000,5/13/15
65.74,49.5366,1.1410,20.5200,5/14/15
65.79,50.0774,1.1451,20.4300,5/15/15
65.79,50.0115,1.1451,20.4300,5/16/15
65.79,50.0115,1.1451,20.4300,5/17/15
65.58,50.0115,1.1315,20.3000,5/18/15
63.16,49.2175,1.1150,20.3800,5/19/15
63.66,49.1777,1.1094,20.4800,5/20/15
65.39,49.7919,1.1112,20.4500,5/21/15
64.78,49.9204,1.1013,20.3500,5/22/15
64.78,49.7901,1.1013,20.3500,5/23/15
64.78,49.7901,1.1013,20.3500,5/24/15
65.12,49.7901,1.0978,20.3500,5/25/15
62.49,49.8613,1.0873,20.4800,5/26/15
61.1,50.3223,1.0904,20.4800,5/27/15
61.31,51.0178,1.0949,20.5800,5/28/15
63.89,52.2907,1.0986,20.4500,5/29/15
63.89,52.9716,1.0986,20.4500,5/30/15
63.89,52.9716,1.0986,20.4500,5/31/15
64.11,52.9716,1.0927,20.1000,6/1/15
64.41,52.8213,1.1151,20.1300,6/2/15
62.66,53.4413,1.1275,20.1500,6/3/15
61.03,53.0590,1.1238,20.0000,6/4/15
62.18,54.9908,1.1114,20.1500,6/5/15
62.18,56.2463,1.1114,20.1500,6/6/15
62.18,56.2463,1.1114,20.1500,6/7/15
61.47,56.2463,1.1291,20.3500,6/8/15
64.23,56.0435,1.1283,20.3300,6/9/15
64.59,55.9100,1.1324,20.3300,6/10/15
63.78,54.8219,1.1258,20.0500,6/11/15
62.69,54.5285,1.1266,20.0800,6/12/15
62.69,54.5285,1.1266,20.0800,6/13/15
62.69,54.5285,1.1266,20.0800,6/14/15
62.27,54.5285,1.1283,20.0000,6/15/15
62.1,55.2679,1.1248,20.1800,6/16/15
61.51,54.0409,1.1337,20.0500,6/17/15
62.92,53.8999,1.1359,20.1300,6/18/15
60.78,53.3301,1.1352,20.3000,6/19/15
60.78,53.8006,1.1352,20.3000,6/20/15
60.78,53.8006,1.1352,20.3000,6/21/15
61.19,53.8006,1.1341,20.6500,6/22/15
62.39,53.5569,1.1167,20.7000,6/23/15
62.08,54.2081,1.1205,20.5500,6/24/15
62,54.0746,1.1205,20.5000,6/25/15
61.35,54.6026,1.1167,20.4500,6/26/15
61.35,54.8126,1.1167,20.4500,6/27/15
61.35,54.8126,1.1167,20.4500,6/28/15
60.51,54.8126,1.1236,20.3800,6/29/15
61.36,55.5240,1.1147,20.6800,6/30/15
60.88,55.8413,1.1053,20.6800,7/1/15
60.78,55.4756,1.1084,20.8500,7/2/15
59.53,55.6555,1.1114,20.8000,7/3/15
59.53,55.6049,1.1114,20.8000,7/4/15
59.53,55.6049,1.1114,20.8000,7/5/15
55.62,55.6049,1.1056,20.7000,7/6/15
56.46,56.4112,1.1011,20.6500,7/7/15
56.29,57.2192,1.1077,20.5000,7/8/15
57.65,57.2174,1.1036,20.7300,7/9/15
58.05,56.9803,1.1162,20.8300,7/10/15
58.05,56.6685,1.1162,20.8300,7/11/15
58.05,56.6685,1.1162,20.8300,7/12/15
57.25,56.6685,1.1002,20.9500,7/13/15
57.73,56.6079,1.1009,20.8800,7/14/15
56.26,56.9774,1.0950,21.0000,7/15/15
56.45,56.6642,1.0875,21.0500,7/16/15
56.34,56.9504,1.0830,20.9500,7/17/15
56.34,56.8423,1.0830,20.9500,7/18/15
56.34,56.8423,1.0830,20.9500,7/19/15
55.66,56.8423,1.0825,20.9300,7/20/15
56.11,56.8336,1.0935,20.8500,7/21/15
55.37,57.0025,1.0929,20.6500,7/22/15
54.58,57.0232,1.0984,20.5000,7/23/15
53.81,57.3578,1.0984,20.4800,7/24/15
53.81,58.0374,1.0984,20.4800,7/25/15
53.81,58.0374,1.0984,20.4800,7/26/15
52.17,58.0374,1.1088,20.5200,7/27/15
52.26,58.7816,1.1060,20.7300,7/28/15
52.7,60.2231,1.0984,20.7000,7/29/15
52.39,59.7665,1.0932,20.8800,7/30/15
50.57,58.9906,1.0984,20.5500,7/31/15
50.57,60.3458,1.0984,20.5500,8/1/15
50.57,60.3458,1.0984,20.5500,8/2/15
48.93,60.3458,1.0950,20.3000,8/3/15
49.4,62.4677,1.0881,20.1800,8/4/15
48.9,62.9182,1.0906,20.2000,8/5/15
49.06,62.7184,1.0925,20.2000,8/6/15
48.05,63.8644,1.0967,19.9800,8/7/15
48.05,63.8399,1.0967,19.9800,8/8/15
48.05,63.8399,1.0967,19.9800,8/9/15
49.52,63.8399,1.1019,19.9500,8/10/15
48.65,64.4977,1.1042,19.9300,8/11/15
49.38,63.2098,1.1159,19.5200,8/12/15
48.61,65.0169,1.1150,19.4500,8/13/15
47.32,63.9988,1.1109,19.3800,8/14/15
47.32,64.9363,1.1109,19.3800,8/15/15
47.32,64.9363,1.1109,19.3800,8/16/15
47.52,64.9363,1.1078,19.2700,8/17/15
47.54,65.5034,1.1024,19.4800,8/18/15
45.3,65.8289,1.1120,19.1500,8/19/15
45.06,65.7222,1.1242,18.9800,8/20/15
44.32,66.9608,1.1386,18.8800,8/21/15
44.32,68.1216,1.1386,18.8800,8/22/15
44.32,68.1216,1.1386,18.8800,8/23/15
40.74,68.1216,1.1619,18.2700,8/24/15
41.6,70.7465,1.1517,18.7500,8/25/15
41.69,69.9461,1.1314,18.7300,8/26/15
45.74,69.3142,1.1246,19.0000,8/27/15
48.27,67.4473,1.1185,19.1800,8/28/15
48.27,66.4779,1.1185,19.1800,8/29/15
48.27,66.4779,1.1185,19.1800,8/30/15
51.28,66.4779,1.1211,19.3800,8/31/15
47.56,66.7152,1.1315,19.4300,9/1/15
49.7,65.3495,1.1227,19.5200,9/2/15
49.97,66.6756,1.1123,19.6500,9/3/15
48.68,67.0102,1.1149,19.4000,9/4/15
48.68,67.6850,1.1149,19.4000,9/5/15
48.68,67.6850,1.1149,19.4000,9/6/15
46.9,67.6850,1.1170,19.3500,9/7/15
48.24,68.4864,1.1203,19.3500,9/8/15
46.49,68.7932,1.1207,19.3000,9/9/15
48.08,67.6219,1.1280,19.3800,9/10/15
47.41,68.4961,1.1338,19.3000,9/11/15
47.41,68.0093,1.1338,19.3000,9/12/15
47.41,68.0093,1.1338,19.3000,9/13/15
45.52,68.0093,1.1317,19.1500,9/14/15
46.12,67.9571,1.1269,19.0200,9/15/15
47.95,67.1574,1.1290,19.2300,9/16/15
47.61,65.9273,1.1435,19.0200,9/17/15
46.15,65.3623,1.1298,18.9000,9/18/15
46.15,65.6445,1.1298,18.9000,9/19/15
46.15,65.6445,1.1298,18.9000,9/20/15
46.93,65.6445,1.1190,18.8000,9/21/15
47.22,66.1455,1.1120,18.9000,9/22/15
45.92,66.1747,1.1186,18.7500,9/23/15
46.59,66.0410,1.1230,18.6300,9/24/15
46.67,66.5151,1.1195,18.7700,9/25/15
46.67,65.6727,1.1195,18.7700,9/26/15
46.67,65.6727,1.1195,18.7700,9/27/15
45.86,65.6727,1.1244,18.4500,9/28/15
46.46,65.5470,1.1249,18.5500,9/29/15
47.13,66.2367,1.1177,18.3800,9/30/15
47.19,65.7364,1.1195,18.3500,10/1/15
47.41,65.0336,1.1216,18.2300,10/2/15
47.41,65.9414,1.1216,18.2300,10/3/15
47.41,65.9414,1.1216,18.2300,10/4/15
48.49,65.9414,1.1188,18.4300,10/5/15
51.47,65.6248,1.1272,18.8800,10/6/15
51.22,65.0962,1.1237,18.6500,10/7/15
52.71,62.7061,1.1276,18.8800,10/8/15
52.03,62.2942,1.1358,18.7300,10/9/15
52.03,61.2967,1.1358,18.7300,10/10/15
52.03,61.2967,1.1358,18.7300,10/11/15
49.67,61.2967,1.1358,18.4300,10/12/15
48.43,61.1535,1.1379,18.1300,10/13/15
47.83,62.2237,1.1474,18.0800,10/14/15
48.67,63.1248,1.1386,18.1800,10/15/15
49.04,62.2433,1.1348,18.2000,10/16/15
49.04,61.3587,1.1348,18.2000,10/17/15
49.04,61.3587,1.1348,18.2000,10/18/15
47.58,61.3587,1.1327,18.4000,10/19/15
46.78,61.4419,1.1346,18.2000,10/20/15
45.94,62.1620,1.1339,18.0800,10/21/15
46.29,62.6309,1.1109,18.1800,10/22/15
46.04,62.7888,1.1018,18.2700,10/23/15
46.04,61.9286,1.1018,18.2700,10/24/15
46.04,61.9286,1.1018,18.2700,10/25/15
45.43,61.9286,1.1058,18.0500,10/26/15
45.08,62.5038,1.1051,18.1000,10/27/15
47.19,63.5004,1.0923,18.1000,10/28/15
46.62,65.3159,1.0977,18.1800,10/29/15
47.62,64.1686,1.1006,17.7700,10/30/15
47.62,64.3742,1.1006,17.7700,10/31/15
47.62,64.3742,1.1006,17.7700,11/1/15
47.79,64.3742,1.1016,17.8500,11/2/15
48.9,63.7993,1.0964,17.9000,11/3/15
47.59,63.8525,1.0866,17.9500,11/4/15
46.91,63.8525,1.0884,17.7700,11/5/15
46.6,63.3991,1.0741,17.8500,11/6/15
46.6,63.6832,1.0741,17.8500,11/7/15
46.6,63.6832,1.0741,17.8500,11/8/15
46.34,63.6832,1.0752,17.4500,11/9/15
45.84,64.6606,1.0724,17.2300,11/10/15
44.95,64.3908,1.0743,17.0000,11/11/15
43.34,64.5693,1.0814,16.8300,11/12/15
42.16,65.4541,1.0773,17.0000,11/13/15
42.16,66.6343,1.0773,17.0000,11/14/15
42.16,66.6343,1.0773,17.0000,11/15/15
42.69,66.6343,1.0686,17.4000,11/16/15
41.71,66.4607,1.0642,17.9300,11/17/15
42.1,65.4799,1.0660,17.4000,11/18/15
41.97,64.7785,1.0734,17.5000,11/19/15
42.26,64.9120,1.0646,17.2500,11/20/15
42.26,64.8673,1.0646,17.2500,11/21/15
42.26,64.8673,1.0646,17.2500,11/22/15
43.21,64.8673,1.0636,17.2300,11/23/15
44.33,65.5973,1.0643,17.4000,11/24/15
44.64,65.6210,1.0624,17.5800,11/25/15
43.56,65.4789,1.0610,17.7000,11/26/15
43.05,65.6836,1.0593,17.6300,11/27/15
43.05,66.2393,1.0593,17.6300,11/28/15
43.05,66.2393,1.0593,17.6300,11/29/15
42.82,66.2393,1.0565,17.9000,11/30/15
43.48,66.7370,1.0633,18.1500,12/1/15
41.87,66.2584,1.0615,17.6500,12/2/15
42.99,66.7402,1.0940,17.4000,12/3/15
42.04,67.7691,1.0881,17.4800,12/4/15
42.04,67.6698,1.0881,17.4800,12/5/15
42.04,67.6698,1.0881,17.4800,12/6/15
39.91,67.6698,1.0837,16.8500,12/7/15
39.68,68.5156,1.0892,16.8000,12/8/15
39.68,69.3026,1.1025,16.5500,12/9/15
39.04,69.2000,1.0941,16.4500,12/10/15
37.33,69.2151,1.0986,16.1800,12/11/15
37.33,69.1755,1.0986,16.1800,12/12/15
37.33,69.1755,1.0986,16.1800,12/13/15
37.16,69.1755,1.0992,15.9000,12/14/15
36.91,70.2244,1.0931,16.0500,12/15/15
36.14,70.8295,1.0912,15.6300,12/16/15
35.34,70.4012,1.0826,15.7000,12/17/15
35.05,70.5806,1.0868,15.3500,12/18/15
35.05,71.3215,1.0868,15.3500,12/19/15
35.05,71.3215,1.0868,15.3500,12/20/15
34.78,71.3215,1.0915,15.1000,12/21/15
34.85,71.2553,1.0957,15.0000,12/22/15
36.19,71.1211,1.0912,14.5500,12/23/15
36.49,70.9333,1.0963,14.4500,12/24/15
36.49,69.5165,1.0960,14.4500,12/25/15
36.49,70.2690,1.0960,14.4500,12/26/15
36.49,70.2690,1.0960,14.4500,12/27/15
35.03,70.2690,1.0968,14.4500,12/28/15
36.35,70.7865,1.0920,15.4500,12/29/15
35.05,72.5066,1.0933,14.8500,12/30/15
35.75,72.8827,1.0862,14.5000,12/31/15
36.14,72.9299,1.0856,14.5000,1/1/16
36.14,72.9299,1.0856,14.5000,1/2/16
36.14,72.9299,1.0856,14.5000,1/3/16
36.23,72.9299,1.0831,14.6000,1/4/16
35.6,72.9299,1.0748,14.8300,1/5/16
32.95,72.9299,1.0781,15.2500,1/6/16
32.44,72.9299,1.0932,15.4000,1/7/16
