EUCRBRDT Comdty,RUB CBRF Curncy,EURUSD Curncy,TTFG1MON Index,Date
48.69,59.2418,1.1631,14.9000,7/20/17
47.39,59.0823,1.1663,14.7500,7/21/17
47.39,58.9325,1.1663,14.7500,7/22/17
47.39,58.9325,1.1663,14.7500,7/23/17
48.23,58.9325,1.1642,14.7300,7/24/17
50.26,59.6572,1.1647,14.9300,7/25/17
50.43,59.8185,1.1734,15.2000,7/26/17
50.98,59.9102,1.1677,15.0300,7/27/17
51.66,59.4102,1.1751,14.8800,7/28/17
51.66,59.5436,1.1751,14.8800,7/29/17
51.66,59.5436,1.1751,14.8800,7/30/17
52.17,59.5436,1.1842,14.9300,7/31/17
51.03,60.0633,1.1802,14.6800,8/1/17
51.86,59.8454,1.1856,14.8300,8/2/17
51.42,60.5819,1.1870,14.9000,8/3/17
51.9,60.7503,1.1773,15.0000,8/4/17
51.9,60.3281,1.1773,15.0000,8/5/17
51.9,60.3281,1.1773,15.0000,8/6/17
51.83,60.3281,1.1795,15.2800,8/7/17
51.54,60.0605,1.1752,15.2300,8/8/17
52.34,59.9886,1.1759,15.6000,8/9/17
51.42,59.9611,1.1772,15.7800,8/10/17
51.75,59.9298,1.1821,16.0000,8/11/17
51.75,60.1873,1.1821,16.0000,8/12/17
51.75,60.1873,1.1821,16.0000,8/13/17
50.32,60.1873,1.1780,15.6500,8/14/17
50.52,59.7990,1.1735,15.7000,8/15/17
49.94,59.9266,1.1767,16.1000,8/16/17
50.34,59.6521,1.1723,16.1000,8/17/17
52.47,59.2490,1.1761,16.1800,8/18/17
52.47,59.3612,1.1761,16.1800,8/19/17
52.47,59.3612,1.1761,16.1800,8/20/17
51.24,59.3612,1.1815,16.1500,8/21/17
51.14,59.1409,1.1762,16.2300,8/22/17
51.83,59.0396,1.1807,16.4300,8/23/17
51.52,59.1312,1.1799,16.3000,8/24/17
51.7,59.1397,1.1924,16.2700,8/25/17
51.7,59.1476,1.1924,16.2700,8/26/17
51.7,59.1476,1.1924,16.2700,8/27/17
51.32,59.1476,1.1979,16.3000,8/28/17
51.35,58.5469,1.1972,16.4800,8/29/17
50.31,58.5320,1.1884,16.5200,8/30/17
52.41,58.7306,1.1910,16.3800,8/31/17
52.41,58.5454,1.1860,16.4300,9/1/17
52.41,58.0557,1.1860,16.4300,9/2/17
52.41,58.0557,1.1860,16.4300,9/3/17
51.87,58.0557,1.1896,16.4800,9/4/17
52.9,57.7817,1.1914,16.8300,9/5/17
53.83,57.8503,1.1917,16.8800,9/6/17
54.27,57.3387,1.2023,16.7300,9/7/17
53.58,57.1411,1.2036,16.8300,9/8/17
53.58,56.9966,1.2036,16.8300,9/9/17
53.58,56.9966,1.2036,16.8300,9/10/17
53.76,56.9966,1.1953,17.1800,9/11/17
54.1,57.1694,1.1967,17.1800,9/12/17
54.9,57.2656,1.1885,17.3800,9/13/17
55.09,57.6679,1.1919,17.5000,9/14/17
55.3,57.7706,1.1945,17.2500,9/15/17
55.3,57.5336,1.1945,17.2500,9/16/17
55.3,57.5336,1.1945,17.2500,9/17/17
55.08,57.5336,1.1954,17.1300,9/18/17
54.9,57.6242,1.1994,17.1300,9/19/17
55.68,58.0993,1.1892,16.9000,9/20/17
55.92,58.1290,1.1941,16.7700,9/21/17
56.64,58.2242,1.1951,16.6500,9/22/17
56.64,57.6527,1.1951,16.6500,9/23/17
56.64,57.6527,1.1951,16.6500,9/24/17
58.86,57.6527,1.1848,17.4500,9/25/17
57.95,57.5660,1.1793,17.3000,9/26/17
57.49,57.5186,1.1745,17.4300,9/27/17
57.36,58.0102,1.1786,17.5200,9/28/17
56.53,58.4255,1.1814,16.8000,9/29/17
56.53,58.0169,1.1814,16.8000,9/30/17
56.53,58.0169,1.1814,16.8000,10/1/17
56.03,58.0169,1.1733,17.6500,10/2/17
55.79,57.8134,1.1744,17.8800,10/3/17
55.82,57.9375,1.1759,17.9000,10/4/17
57.09,57.7832,1.1711,18.1300,10/5/17
55.65,57.5811,1.1730,18.1500,10/6/17
55.65,57.7612,1.1730,18.1500,10/7/17
55.65,57.7612,1.1730,18.1500,10/8/17
55.69,57.7612,1.1740,18.1800,10/9/17
56.49,58.3151,1.1808,18.1000,10/10/17
56.58,58.0713,1.1859,18.0200,10/11/17
56.3,57.9210,1.1830,17.9300,10/12/17
57.07,57.6869,1.1820,18.0000,10/13/17
57.07,57.6196,1.1820,18.0000,10/14/17
57.07,57.6196,1.1820,18.0000,10/15/17
57.92,57.6196,1.1796,18.1000,10/16/17
58.19,57.0861,1.1766,18.1500,10/17/17
58.44,57.3392,1.1787,18.3500,10/18/17
57.57,57.2721,1.1852,18.1000,10/19/17
58.2,57.5706,1.1784,17.7900,10/20/17
58.2,57.5118,1.1784,17.7900,10/21/17
58.2,57.5118,1.1784,17.7900,10/22/17
57.35,57.5118,1.1749,17.7000,10/23/17
58.13,57.4706,1.1761,17.6300,10/24/17
58.19,57.5852,1.1813,17.7000,10/25/17
59.17,57.6140,1.1651,17.6000,10/26/17
60.34,57.7643,1.1608,17.6800,10/27/17
60.34,58.0833,1.1608,17.6800,10/28/17
60.34,58.0833,1.1608,17.6800,10/29/17
60.64,58.0833,1.1651,17.6800,10/30/17
60.94,57.8716,1.1646,18.0000,10/31/17
60.48,58.1179,1.1619,18.5000,11/1/17
60.63,58.1557,1.1658,18.4500,11/2/17
62.02,58.0869,1.1608,18.3000,11/3/17
62.02,58.4296,1.1608,18.3000,11/4/17
62.02,58.4296,1.1608,18.3000,11/5/17
64.13,58.4296,1.1610,18.9300,11/6/17
63.63,58.4296,1.1587,19.2300,11/7/17
63.43,58.4557,1.1595,19.3300,11/8/17
63.71,59.2480,1.1642,19.4800,11/9/17
63.49,59.2527,1.1665,19.7700,11/10/17
63.49,59.2808,1.1665,19.7700,11/11/17
63.49,59.2808,1.1665,19.7700,11/12/17
62.84,59.2808,1.1667,19.7300,11/13/17
60.98,59.1823,1.1798,19.1300,11/14/17
61.54,59.6207,1.1791,19.0800,11/15/17
61.06,60.2490,1.1770,19.0000,11/16/17
62.32,59.9898,1.1790,18.9300,11/17/17
62.32,59.6325,1.1790,18.9300,11/18/17
62.32,59.6325,1.1790,18.9300,11/19/17
61.97,59.6325,1.1733,19.3800,11/20/17
62.51,59.2746,1.1738,19.6800,11/21/17
63.14,59.4604,1.1822,19.5500,11/22/17
63.26,59.0061,1.1851,20.0200,11/23/17
63.48,58.4622,1.1933,20.3300,11/24/17
63.48,58.5318,1.1933,20.3300,11/25/17
63.48,58.5318,1.1933,20.3300,11/26/17
63.48,58.5318,1.1898,20.6300,11/27/17
63.06,58.2773,1.1840,20.1000,11/28/17
62.72,58.4125,1.1847,20.4800,11/29/17
62.78,58.3311,1.1904,20.3500,11/30/17
63.67,58.5814,1.1896,20.7000,12/1/17
63.67,58.5182,1.1896,20.7000,12/2/17
63.67,58.5182,1.1896,20.7000,12/3/17
62.39,58.5182,1.1866,21.4800,12/4/17
62.62,58.9911,1.1826,21.2700,12/5/17
61.31,58.6924,1.1796,21.2500,12/6/17
62.31,58.9281,1.1773,21.2300,12/7/17
63.67,59.2948,1.1773,20.7500,12/8/17
63.67,59.2811,1.1773,20.7500,12/9/17
63.67,59.2811,1.1773,20.7500,12/10/17
65.21,59.2811,1.1769,21.4000,12/11/17
64.78,59.2348,1.1742,21.4500,12/12/17
63.25,58.8370,1.1826,20.7500,12/13/17
64.04,59.1446,1.1778,21.0000,12/14/17
63.8,58.7082,1.1749,20.9000,12/15/17
63.8,58.8987,1.1749,20.9000,12/16/17
63.8,58.8987,1.1749,20.9000,12/17/17
63.55,58.8987,1.1782,20.3500,12/18/17
63.97,58.6940,1.1840,19.9500,12/19/17
64.33,58.6117,1.1871,20.3300,12/20/17
64.5,58.7170,1.1874,19.9500,12/21/17
64.7,58.5596,1.1862,19.6000,12/22/17
64.7,58.3152,1.1862,19.6000,12/23/17
64.7,58.3152,1.1862,19.6000,12/24/17
64.68,58.3152,1.1870,19.6000,12/25/17
66.4,58.1989,1.1858,19.6000,12/26/17
66.06,57.7343,1.1888,19.3300,12/27/17
66.39,57.4544,1.1943,19.7500,12/28/17
66.82,57.6291,1.2005,19.6500,12/29/17
66.82,57.6002,1.2005,19.6500,12/30/17
66.82,57.6002,1.2005,19.6500,12/31/17
66.78,57.6002,1.2012,19.6500,1/1/18
66.69,57.6002,1.2059,19.2700,1/2/18
68.26,57.6002,1.2015,19.4000,1/3/18
68.35,57.6002,1.2068,19.1800,1/4/18
68.08,57.6002,1.2029,18.8800,1/5/18
68.08,57.6002,1.2029,18.8800,1/6/18
68.08,57.6002,1.2029,18.8800,1/7/18
68.21,57.6002,1.1967,19.0800,1/8/18
69.45,57.6002,1.1937,19.6000,1/9/18
69.3,57.0463,1.1948,19.3000,1/10/18
69.36,56.8734,1.2032,19.5200,1/11/18
70.03,56.9957,1.2202,19.7700,1/12/18
70.03,56.6019,1.2202,19.7700,1/13/18
70.03,56.6019,1.2202,19.7700,1/14/18
70.38,56.6019,1.2264,19.1500,1/15/18
69.33,56.3569,1.2260,18.9000,1/16/18
69.42,56.3878,1.2186,18.4300,1/17/18
69.13,56.5925,1.2238,18.3500,1/18/18
68.68,56.7597,1.2222,18.2000,1/19/18
68.68,56.5892,1.2222,18.2000,1/20/18
68.68,56.5892,1.2222,18.2000,1/21/18
69.06,56.5892,1.2262,18.5500,1/22/18
69.61,56.6261,1.2299,18.1800,1/23/18
70.42,56.4115,1.2408,17.7500,1/24/18
69.86,56.3888,1.2396,17.7700,1/25/18
70.17,55.9288,1.2427,17.7300,1/26/18
70.17,55.8288,1.2427,17.7300,1/27/18
70.17,55.8288,1.2427,17.7300,1/28/18
69.2,55.8288,1.2383,17.3000,1/29/18
68.09,56.2908,1.2402,17.5000,1/30/18
68.83,56.2914,1.2414,17.9800,1/31/18
69.82,56.1840,1.2510,18.1000,2/1/18
68.05,56.2613,1.2463,18.1000,2/2/18
68.05,56.0408,1.2463,18.1000,2/3/18
68.05,56.0408,1.2463,18.1000,2/4/18
66.89,56.0408,1.2367,17.6000,2/5/18
67.19,56.6278,1.2377,18.0000,2/6/18
65.48,57.2196,1.2264,18.1000,2/7/18
64.1,56.9533,1.2247,17.7700,2/8/18
62.42,57.6736,1.2252,17.8800,2/9/18
62.42,58.1718,1.2252,17.8800,2/10/18
62.42,58.1718,1.2252,17.8800,2/11/18
62.4,58.1718,1.2292,18.0000,2/12/18
62.33,58.0171,1.2352,18.2500,2/13/18
64.21,57.7701,1.2451,18.0000,2/14/18
64.3,57.5899,1.2506,17.8000,2/15/18
64.8,56.5918,1.2406,18.3500,2/16/18
64.8,56.3554,1.2406,18.3500,2/17/18
64.8,56.3554,1.2406,18.3500,2/18/18
65.39,56.3554,1.2407,19.1500,2/19/18
64.86,56.3438,1.2337,19.7700,2/20/18
64.92,56.5201,1.2284,19.6800,2/21/18
66.05,56.6537,1.2330,19.9300,2/22/18
67.1,56.7608,1.2295,20.3500,2/23/18
67.1,56.7608,1.2295,20.3500,2/24/18
67.1,56.7608,1.2295,20.3500,2/25/18
67.31,56.7608,1.2317,18.6000,2/26/18
66.36,55.9208,1.2233,19.0800,2/27/18
64.46,55.6717,1.2194,20.1000,2/28/18
64.02,56.3742,1.2267,17.6300,3/1/18
64.42,56.4334,1.2317,17.7700,3/2/18
64.42,56.6616,1.2317,17.7700,3/3/18
64.42,56.6616,1.2317,17.7700,3/4/18
65.43,56.6616,1.2336,17.5000,3/5/18
65.41,57.1000,1.2404,17.6300,3/6/18
64.39,56.5041,1.2411,17.7700,3/7/18
63.59,56.8011,1.2312,18.4000,3/8/18
65.28,56.8011,1.2307,19.0000,3/9/18
65.28,56.8011,1.2307,19.0000,3/10/18
65.28,56.8011,1.2307,19.0000,3/11/18
64.74,56.8011,1.2334,19.7700,3/12/18
64.5,56.6122,1.2390,19.2800,3/13/18
64.5,56.9359,1.2368,18.6000,3/14/18
64.52,56.9372,1.2305,18.7800,3/15/18
65.48,57.0188,1.2290,18.7300,3/16/18
65.48,57.4942,1.2290,18.7300,3/17/18
65.48,57.4942,1.2290,18.7300,3/18/18
65.49,57.4942,1.2335,18.7500,3/19/18
66.89,57.5521,1.2242,19.2000,3/20/18
69.24,57.7033,1.2338,19.4000,3/21/18
68.41,57.4954,1.2302,18.7500,3/22/18
69.86,56.8391,1.2353,18.4800,3/23/18
69.86,57.1072,1.2353,18.4800,3/24/18
69.86,57.1072,1.2353,18.4800,3/25/18
69.54,57.1072,1.2444,18.1000,3/26/18
68.91,57.0039,1.2403,18.4300,3/27/18
68.83,57.1747,1.2308,18.3800,3/28/18
69.22,57.5598,1.2300,18.6800,3/29/18
69.13,57.7626,1.2324,18.6800,3/30/18
69.13,57.2649,1.2324,18.6800,3/31/18
69.13,57.2649,1.2324,18.6800,4/1/18
67.14,57.2649,1.2302,18.6800,4/2/18
67.97,57.2850,1.2270,18.0500,4/3/18
67.97,57.5375,1.2278,18.1500,4/4/18
68.36,57.7646,1.2240,18.1500,4/5/18
66.78,57.5796,1.2281,18.2300,4/6/18
66.78,57.8332,1.2281,18.2300,4/7/18
66.78,57.8332,1.2281,18.2300,4/8/18
68.53,57.8332,1.2321,18.6300,4/9/18
71.01,58.5714,1.2356,18.8300,4/10/18
72.04,62.3699,1.2367,19.2000,4/11/18
72.33,64.0626,1.2327,19.3300,4/12/18
72.85,62.0659,1.2331,19.5800,4/13/18
72.85,61.4311,1.2331,19.5800,4/14/18
72.85,61.4311,1.2331,19.5800,4/15/18
71.82,61.4311,1.2380,19.2000,4/16/18
71.85,62.2794,1.2370,19.0500,4/17/18
73.91,61.1454,1.2374,19.4500,4/18/18
73.67,61.5539,1.2345,19.9000,4/19/18
73.63,60.8583,1.2288,19.8800,4/20/18
73.63,61.3222,1.2288,19.8800,4/21/18
73.63,61.3222,1.2288,19.8800,4/22/18
74.58,61.3222,1.2209,19.8300,4/23/18
73.45,61.7655,1.2233,19.6800,4/24/18
73.47,61.6644,1.2161,19.9500,4/25/18
74.1,61.7494,1.2103,20.0300,4/26/18
73.85,62.6027,1.2130,20.2500,4/27/18
73.85,62.7260,1.2130,20.2500,4/28/18
73.85,61.9997,1.2130,20.2500,4/29/18
74.87,61.9997,1.2078,20.5500,4/30/18
73.47,61.9997,1.1993,20.3500,5/1/18
73.07,61.9997,1.1951,19.8800,5/2/18
73.62,61.9997,1.1988,20.1000,5/3/18
74.9,63.4860,1.1960,20.4800,5/4/18
74.9,63.2012,1.1960,20.4800,5/5/18
74.9,63.2012,1.1960,20.4800,5/6/18
75.47,63.2012,1.1922,20.6300,5/7/18
75.86,62.7148,1.1864,20.7500,5/8/18
77.01,63.0066,1.1851,20.9000,5/9/18
77.04,63.0066,1.1915,21.1000,5/10/18
76.53,62.5229,1.1943,21.3300,5/11/18
76.53,61.7354,1.1943,21.3300,5/12/18
76.53,61.7354,1.1943,21.3300,5/13/18
77.77,61.7354,1.1927,21.6500,5/14/18
77.61,61.7684,1.1838,21.3500,5/15/18
78.51,61.9164,1.1808,21.4800,5/16/18
78.87,62.3033,1.1795,22.2500,5/17/18
78.09,61.8215,1.1772,22.1300,5/18/18
78.09,61.9408,1.1772,22.1300,5/19/18
78.09,61.9408,1.1772,22.1300,5/20/18
78.95,61.9408,1.1791,22.4500,5/21/18
78.87,62.5327,1.1779,22.9000,5/22/18
79.18,61.2610,1.1697,22.7700,5/23/18
78.31,61.5945,1.1720,22.6000,5/24/18
75.85,61.4090,1.1651,22.0000,5/25/18
75.85,61.6659,1.1651,22.0000,5/26/18
75.85,61.6659,1.1651,22.0000,5/27/18
74.69,61.6659,1.1625,22.0000,5/28/18
74.96,62.2710,1.1540,22.6500,5/29/18
77.12,62.6420,1.1665,22.9300,5/30/18
77.13,62.5937,1.1693,22.2500,5/31/18
76.21,62.0188,1.1659,21.8000,6/1/18
76.21,62.2056,1.1659,21.8000,6/2/18
76.21,62.2056,1.1659,21.8000,6/3/18
74.67,62.2056,1.1699,21.7500,6/4/18
74.35,61.9290,1.1718,21.4300,6/5/18
75.02,61.9822,1.1774,21.3500,6/6/18
76.74,62.0064,1.1800,21.6800,6/7/18
75.77,61.8125,1.1769,21.5500,6/8/18
75.77,62.6680,1.1769,21.5500,6/9/18
75.77,62.3431,1.1769,21.5500,6/10/18
75.65,62.3431,1.1784,21.3800,6/11/18
74.79,62.3431,1.1745,21.8000,6/12/18
75.75,62.3431,1.1791,22.3800,6/13/18
75.21,63.1164,1.1568,22.2500,6/14/18
72.53,62.2511,1.1610,21.6800,6/15/18
72.53,62.6851,1.1610,21.6800,6/16/18
72.53,62.6851,1.1610,21.6800,6/17/18
74.68,62.6851,1.1623,22.1300,6/18/18
74.29,63.4838,1.1590,21.6000,6/19/18
73.57,64.0683,1.1572,21.6000,6/20/18
72.49,63.6175,1.1604,21.6300,6/21/18
75.03,63.7873,1.1651,21.6500,6/22/18
75.03,63.2396,1.1651,21.6500,6/23/18
75.03,63.2396,1.1651,21.6500,6/24/18
74.25,63.2396,1.1704,21.4900,6/25/18
75.9,62.9497,1.1648,21.5500,6/26/18
76.57,62.7908,1.1554,22.0500,6/27/18
76.95,63.1359,1.1569,21.9000,6/28/18
78.6,63.2910,1.1684,21.8300,6/29/18
78.6,62.7565,1.1684,21.8300,6/30/18
78.6,62.7565,1.1684,21.8300,7/1/18
76.94,62.7565,1.1639,22.3300,7/2/18
77.34,63.1394,1.1658,22.2300,7/3/18
77.63,63.2194,1.1657,22.3800,7/4/18
76.92,63.2267,1.1691,22.5800,7/5/18
76.52,63.2604,1.1746,22.3300,7/6/18
76.52,63.1216,1.1746,22.3300,7/7/18
76.52,63.1216,1.1746,22.3300,7/8/18
77.49,63.1216,1.1751,22.6800,7/9/18
78.21,62.8338,1.1744,22.7300,7/10/18
73.42,62.4442,1.1674,22.4500,7/11/18
73.76,62.0980,1.1672,22.0500,7/12/18
74.25,62.2062,1.1685,22.2700,7/13/18
74.25,62.2934,1.1685,22.2700,7/14/18
74.25,62.2934,1.1685,22.2700,7/15/18
71.43,62.2934,1.1711,21.8800,7/16/18
71.17,62.2556,1.1661,21.8000,7/17/18
72.47,62.4352,1.1639,22.1300,7/18/18
72.11,62.9006,1.1642,21.9300,7/19/18
72.71,63.2746,1.1724,21.8500,7/20/18
72.71,63.4888,1.1724,21.8500,7/21/18
72.71,63.4888,1.1724,21.8500,7/22/18
72.7,63.4888,1.1692,22.0500,7/23/18
73.15,63.1957,1.1687,22.0900,7/24/18
74.03,62.9235,1.1729,22.1500,7/25/18
74.03,63.0836,1.1643,22.0900,7/26/18
73.77,62.9471,1.1657,21.9800,7/27/18
73.77,62.9726,1.1657,21.9800,7/28/18
73.77,62.9726,1.1657,21.9800,7/29/18
74.51,62.9726,1.1706,22.0500,7/30/18
73.07,62.7805,1.1691,21.9800,7/31/18
71.8,62.3497,1.1660,21.9000,8/1/18
72.65,62.5590,1.1585,22.0000,8/2/18
72.82,63.1358,1.1568,22.2000,8/3/18
72.82,63.4549,1.1568,22.2000,8/4/18
72.82,63.4549,1.1568,22.2000,8/5/18
72.82,63.4549,1.1554,22.5300,8/6/18
73.49,63.4975,1.1599,22.6500,8/7/18
71.29,63.5425,1.1610,22.5200,8/8/18
71.02,63.5950,1.1527,22.7000,8/9/18
72.06,66.2856,1.1413,23.0000,8/10/18
72.06,66.9075,1.1413,23.0000,8/11/18
72.06,66.9075,1.1413,23.0000,8/12/18
71.92,66.9075,1.1410,23.4000,8/13/18
71.37,68.2234,1.1344,23.6800,8/14/18
69.9,66.7535,1.1345,23.4800,8/15/18
70.29,66.3772,1.1377,23.9800,8/16/18
70.97,66.8932,1.1438,24.1300,8/17/18
70.97,66.8757,1.1438,24.1300,8/18/18
70.97,66.8757,1.1438,24.1300,8/19/18
71.48,66.8757,1.1482,24.2300,8/20/18
72.05,67.1807,1.1571,24.3500,8/21/18
74.28,67.1783,1.1597,24.4800,8/22/18
74.21,67.6163,1.1540,24.8000,8/23/18
75.01,68.5259,1.1622,24.9600,8/24/18
75.01,67.7911,1.1622,24.9600,8/25/18
75.01,67.7911,1.1622,24.9600,8/26/18
75.69,67.7911,1.1678,25.3500,8/27/18
75.56,67.3963,1.1695,25.4300,8/28/18
77.03,67.3911,1.1707,26.1500,8/29/18
77.1,68.1451,1.1671,25.8000,8/30/18
77.15,68.0821,1.1602,25.9000,8/31/18
77.15,68.0447,1.1602,25.9000,9/1/18
77.15,68.0447,1.1602,25.9000,9/2/18
77.47,68.0447,1.1619,26.3000,9/3/18
77.5,67.7443,1.1582,26.8500,9/4/18
76.57,68.2737,1.1630,27.1300,9/5/18
76.34,68.4628,1.1623,27.5200,9/6/18
76.69,68.2505,1.1553,28.3000,9/7/18
76.69,69.0286,1.1553,28.3000,9/8/18
76.69,69.0286,1.1553,28.3000,9/9/18
77.03,69.0286,1.1594,29.1300,9/10/18
79.12,69.8685,1.1606,28.5500,9/11/18
79.81,69.9744,1.1626,27.4500,9/12/18
78.44,69.5728,1.1690,26.6300,9/13/18
78.16,68.6370,1.1625,27.4000,9/14/18
78.16,68.2826,1.1625,27.4000,9/15/18
78.16,68.2826,1.1625,27.4000,9/16/18
77.87,68.2826,1.1683,27.6500,9/17/18
78.71,68.1958,1.1667,27.3000,9/18/18
79.21,67.7519,1.1673,28.5000,9/19/18
78.45,67.0098,1.1777,28.0800,9/20/18
78.17,66.4725,1.1749,28.7500,9/21/18
78.17,66.2497,1.1749,28.7500,9/22/18
78.17,66.2497,1.1749,28.7500,9/23/18
80.76,66.2497,1.1748,29.3300,9/24/18
81.21,66.1594,1.1767,29.0500,9/25/18
81.28,65.8244,1.1739,27.9800,9/26/18
81.46,65.7585,1.1641,27.4000,9/27/18
82.95,65.8355,1.1604,27.2300,9/28/18
82.95,65.5906,1.1604,27.2300,9/29/18
82.95,65.5906,1.1604,27.2300,9/30/18
85.1,65.5906,1.1578,27.7000,10/1/18
84.73,65.5745,1.1548,27.1300,10/2/18
86.09,65.2221,1.1478,27.4500,10/3/18
85.07,65.4244,1.1514,27.8000,10/4/18
84.2,66.2115,1.1524,27.9300,10/5/18
84.2,66.6270,1.1524,27.9300,10/6/18
84.2,66.6270,1.1524,27.9300,10/7/18
83.8,66.6270,1.1492,27.2700,10/8/18
85.01,66.9685,1.1491,26.7000,10/9/18
82.82,66.4032,1.1520,26.2300,10/10/18
80.51,66.1832,1.1593,25.9800,10/11/18
80.87,66.7727,1.1560,26.5000,10/12/18
80.87,65.9751,1.1560,26.5000,10/13/18
80.87,65.9751,1.1560,26.5000,10/14/18
81.05,65.9751,1.1579,26.2700,10/15/18
81.67,65.7508,1.1574,26.3000,10/16/18
80.43,65.5305,1.1501,26.3800,10/17/18
79.37,65.4026,1.1453,26.0000,10/18/18
80.12,65.7238,1.1514,26.8300,10/19/18
80.12,65.8140,1.1514,26.8300,10/20/18
80.12,65.8140,1.1514,26.8300,10/21/18
79.52,65.8140,1.1464,26.0800,10/22/18
75.68,65.3065,1.1471,25.6300,10/23/18
75.51,65.3101,1.1392,25.2800,10/24/18
76.14,65.6299,1.1375,24.6800,10/25/18
77.26,65.7476,1.1403,24.2000,10/26/18
77.26,65.6345,1.1403,24.2000,10/27/18
77.26,65.6345,1.1403,24.2000,10/28/18
76.31,65.6345,1.1373,24.4500,10/29/18
75.7,65.8129,1.1345,23.9500,10/30/18
73.86,65.7742,1.1312,23.3800,10/31/18
72.07,65.5962,1.1408,23.7300,11/1/18
71.97,65.6517,1.1388,24.0800,11/2/18
71.97,65.5799,1.1388,24.0800,11/3/18
71.97,65.5799,1.1388,24.0800,11/4/18
72.14,65.5799,1.1407,23.8000,11/5/18
71.13,65.5799,1.1427,23.8300,11/6/18
71.32,65.9912,1.1426,24.5800,11/7/18
70.12,66.0918,1.1363,24.7700,11/8/18
68.73,66.2155,1.1336,24.5000,11/9/18
68.73,66.8497,1.1336,24.5000,11/10/18
68.73,66.8497,1.1336,24.5000,11/11/18
68,66.8497,1.1218,26.1800,11/12/18
64.18,67.5238,1.1290,26.6500,11/13/18
64.66,67.6812,1.1310,26.5200,11/14/18
65.78,67.9975,1.1328,26.4500,11/15/18
66.32,66.6159,1.1415,25.7300,11/16/18
66.32,65.9931,1.1415,25.7300,11/17/18
66.32,65.9931,1.1415,25.7300,11/18/18
66.32,65.9931,1.1454,24.3000,11/19/18
61.81,66.0081,1.1370,24.4300,11/20/18
62.94,65.5871,1.1384,24.5000,11/21/18
61.93,65.9485,1.1403,24.6300,11/22/18
58.57,65.6067,1.1337,24.9500,11/23/18
58.57,65.6664,1.1337,24.9500,11/24/18
58.57,65.6664,1.1337,24.9500,11/25/18
60,65.6664,1.1328,24.7000,11/26/18
60.4,66.5072,1.1289,24.8800,11/27/18
58.05,66.7800,1.1366,24.3000,11/28/18
58.94,66.9436,1.1393,24.6000,11/29/18
58.44,66.6342,1.1317,24.4000,11/30/18
58.44,66.5335,1.1317,24.4000,12/1/18
58.44,66.5335,1.1317,24.4000,12/2/18
61.09,66.5335,1.1354,24.8000,12/3/18
60.38,66.2921,1.1343,24.3500,12/4/18
60.58,66.4467,1.1344,23.6800,12/5/18
59.22,66.8242,1.1374,23.1800,12/6/18
60.27,66.7377,1.1379,23.2300,12/7/18
60.27,66.9227,1.1379,23.2300,12/8/18
60.27,66.9227,1.1379,23.2300,12/9/18
58.78,66.9227,1.1356,23.2500,12/10/18
59.54,66.2416,1.1317,23.4300,12/11/18
59.15,66.5022,1.1369,24.1000,12/12/18
60.66,66.4225,1.1361,24.2000,12/13/18
59.32,66.2550,1.1306,24.6000,12/14/18
59.32,66.4337,1.1306,24.6000,12/15/18
59.32,66.4337,1.1306,24.6000,12/16/18
57.83,66.4337,1.1348,24.5000,12/17/18
55.15,66.6208,1.1361,23.8500,12/18/18
55.74,66.7454,1.1376,24.4000,12/19/18
53.98,67.1121,1.1446,24.8000,12/20/18
52.66,67.3710,1.1372,24.7300,12/21/18
52.66,68.0085,1.1372,24.7300,12/22/18
52.66,68.0085,1.1372,24.7300,12/23/18
49.73,68.0085,1.1406,24.2300,12/24/18
49.79,68.4073,1.1392,24.2300,12/25/18
54.17,68.7448,1.1353,24.2300,12/26/18
52.64,68.8865,1.1430,23.3300,12/27/18
51.89,68.8762,1.1444,22.7000,12/28/18
51.89,69.5218,1.1444,22.7000,12/29/18
51.89,69.4706,1.1444,22.7000,12/30/18
53.17,69.4706,1.1467,21.8000,12/31/18
52.82,69.4706,1.1465,21.8000,1/1/19
53.83,69.4706,1.1344,22.4500,1/2/19
54.61,69.4706,1.1394,22.1800,1/3/19
56.58,69.4706,1.1395,22.8500,1/4/19
56.58,69.4706,1.1395,22.8500,1/5/19
56.58,69.4706,1.1395,22.8500,1/6/19
56.93,69.4706,1.1474,21.3800,1/7/19
57.76,69.4706,1.1441,22.2300,1/8/19
60.54,69.4706,1.1543,21.6800,1/9/19
60.45,67.0795,1.1500,22.0200,1/10/19
59.81,66.8605,1.1469,22.2700,1/11/19
59.81,66.9167,1.1469,22.2700,1/12/19
59.81,66.9167,1.1469,22.2700,1/13/19
58.47,66.9167,1.1469,21.7500,1/14/19
59.72,67.1920,1.1413,22.0000,1/15/19
60.56,67.0820,1.1392,22.2500,1/16/19
60.52,66.7617,1.1389,22.9000,1/17/19
62.07,66.4438,1.1363,22.5500,1/18/19
62.07,66.3309,1.1363,22.5500,1/19/19
62.07,66.3309,1.1363,22.5500,1/20/19
62.37,66.3309,1.1365,21.6000,1/21/19
61.03,66.3634,1.1360,21.7700,1/22/19
60.57,66.5499,1.1381,21.9500,1/23/19
60.92,66.3318,1.1304,21.3000,1/24/19
61.16,66.0016,1.1406,21.0000,1/25/19
61.16,65.9170,1.1406,21.0000,1/26/19
61.16,65.9170,1.1406,21.0000,1/27/19
59.47,65.9170,1.1428,20.5500,1/28/19
